dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.httpcomponents:httpcore,org.postgresql:postgresql,25,152,134,0.16,0.19,0.19
org.bouncycastle:bcprov-jdk15on,org.testng:testng,12,106,158,0.11,0.08,0.11
org.json:json,org.powermock:powermock-module-junit4,14,137,118,0.1,0.12,0.12
org.slf4j:slf4j-simple,org.springframework:spring-beans,17,223,151,0.08,0.11,0.11
org.apache.commons:commons-collections4,org.springframework:spring-context,30,109,240,0.28,0.13,0.28
commons-io:commons-io,org.slf4j:slf4j-api,337,614,795,0.55,0.42,0.55
commons-collections:commons-collections,org.apache.commons:commons-math3,23,163,107,0.14,0.21,0.21
org.apache.commons:commons-lang3,org.apache.maven.plugin-tools:maven-plugin-annotations,53,548,132,0.1,0.4,0.4
com.google.code.findbugs:jsr305,javax.servlet:javax.servlet-api,36,167,281,0.22,0.13,0.22
javax.servlet:javax.servlet-api,org.springframework:spring-beans,68,281,151,0.24,0.45,0.45
com.fasterxml.jackson.core:jackson-core,org.openjdk.jmh:jmh-core,27,287,100,0.09,0.27,0.27
com.fasterxml.jackson.core:jackson-core,org.slf4j:slf4j-api,190,287,795,0.66,0.24,0.66
org.apache.logging.log4j:log4j-slf4j-impl,org.bouncycastle:bcprov-jdk15on,21,120,106,0.18,0.2,0.2
com.google.inject:guice,org.apache.commons:commons-collections4,15,114,109,0.13,0.14,0.14
com.google.inject:guice,javax.annotation:javax.annotation-api,16,114,122,0.14,0.13,0.14
org.apache.maven:maven-core,org.slf4j:slf4j-log4j12,15,112,301,0.13,0.05,0.13
org.assertj:assertj-core,org.slf4j:slf4j-api,125,243,795,0.51,0.16,0.51
com.h2database:h2,org.eclipse.jetty:jetty-server,33,211,148,0.16,0.22,0.22
org.apache.commons:commons-collections4,org.slf4j:slf4j-log4j12,22,109,301,0.2,0.07,0.2
org.apache.logging.log4j:log4j-api,org.apache.logging.log4j:log4j-core,141,158,202,0.89,0.7,0.89
org.apache.logging.log4j:log4j-api,org.apache.maven:maven-core,13,158,112,0.08,0.12,0.12
com.alibaba:fastjson,org.slf4j:jcl-over-slf4j,20,207,173,0.1,0.12,0.12
com.google.code.findbugs:jsr305,org.apache.commons:commons-collections4,24,167,109,0.14,0.22,0.22
com.google.code.findbugs:jsr305,org.springframework:spring-jdbc,17,167,130,0.1,0.13,0.13
com.fasterxml.jackson.core:jackson-databind,org.jsoup:jsoup,45,453,133,0.1,0.34,0.34
com.squareup.okhttp3:okhttp,org.postgresql:postgresql,16,131,134,0.12,0.12,0.12
org.hamcrest:hamcrest-core,org.slf4j:jcl-over-slf4j,28,137,173,0.2,0.16,0.2
org.hamcrest:hamcrest-core,org.powermock:powermock-module-junit4,17,137,118,0.12,0.14,0.14
commons-beanutils:commons-beanutils,org.openjdk.jmh:jmh-core,10,163,100,0.06,0.1,0.1
com.fasterxml.jackson.core:jackson-core,org.apache.commons:commons-text,33,287,103,0.11,0.32,0.32
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework:spring-beans,14,120,151,0.12,0.09,0.12
commons-lang:commons-lang,org.apache.maven:maven-core,18,271,112,0.07,0.16,0.16
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-core,17,106,186,0.16,0.09,0.16
javax.xml.bind:jaxb-api,org.hibernate:hibernate-core,29,169,114,0.17,0.25,0.25
org.apache.httpcomponents:httpclient,org.apache.logging.log4j:log4j-core,75,384,202,0.2,0.37,0.37
com.h2database:h2,javax.servlet:servlet-api,25,211,158,0.12,0.16,0.16
com.h2database:h2,org.apache.commons:commons-lang3,97,211,548,0.46,0.18,0.46
org.hamcrest:hamcrest-library,org.springframework:spring-test,22,136,188,0.16,0.12,0.16
commons-cli:commons-cli,org.springframework:spring-test,27,223,188,0.12,0.14,0.14
commons-logging:commons-logging,org.slf4j:slf4j-simple,35,217,223,0.16,0.16,0.16
org.apache.commons:commons-lang3,org.slf4j:slf4j-simple,72,548,223,0.13,0.32,0.32
org.apache.zookeeper:zookeeper,org.slf4j:slf4j-api,83,107,795,0.78,0.1,0.78
org.openjdk.jmh:jmh-core,org.springframework:spring-context,16,100,240,0.16,0.07,0.16
javax.validation:validation-api,org.apache.logging.log4j:log4j-core,20,110,202,0.18,0.1,0.18
org.mockito:mockito-all,org.springframework:spring-beans,22,210,151,0.1,0.15,0.15
org.mockito:mockito-all,org.slf4j:slf4j-api,111,210,795,0.53,0.14,0.53
junit:junit,org.yaml:snakeyaml,105,1314,143,0.08,0.73,0.73
org.easymock:easymock,org.springframework:spring-context,29,104,240,0.28,0.12,0.28
org.apache.maven:maven-core,redis.clients:jedis,7,112,111,0.06,0.06,0.06
org.projectlombok:lombok,org.yaml:snakeyaml,31,233,143,0.13,0.22,0.22
commons-io:commons-io,org.springframework:spring-beans,83,614,151,0.14,0.55,0.55
io.netty:netty-all,org.springframework:spring-webmvc,13,125,142,0.1,0.09,0.1
javax.annotation:javax.annotation-api,org.jsoup:jsoup,11,122,133,0.09,0.08,0.09
org.apache.zookeeper:zookeeper,org.openjdk.jmh:jmh-core,9,107,100,0.08,0.09,0.09
com.google.code.findbugs:jsr305,org.apache.maven.plugin-tools:maven-plugin-annotations,23,167,132,0.14,0.17,0.17
com.squareup.okhttp3:okhttp,commons-beanutils:commons-beanutils,15,131,163,0.11,0.09,0.11
com.squareup.okhttp3:okhttp,javax.xml.bind:jaxb-api,22,131,169,0.17,0.13,0.17
ch.qos.logback:logback-core,org.postgresql:postgresql,18,113,134,0.16,0.13,0.16
com.fasterxml.jackson.core:jackson-annotations,commons-beanutils:commons-beanutils,49,237,163,0.21,0.3,0.3
javax.inject:javax.inject,org.hamcrest:hamcrest-core,24,109,137,0.22,0.18,0.22
com.fasterxml.jackson.core:jackson-core,org.apache.maven:maven-plugin-api,37,287,156,0.13,0.24,0.24
com.google.protobuf:protobuf-java,org.eclipse.jetty:jetty-server,20,152,148,0.13,0.14,0.14
junit:junit,org.apache.httpcomponents:httpclient,282,1314,384,0.21,0.73,0.73
org.apache.httpcomponents:httpcore,org.junit.jupiter:junit-jupiter-engine,15,152,200,0.1,0.08,0.1
org.json:json,org.slf4j:slf4j-simple,21,137,223,0.15,0.09,0.15
org.assertj:assertj-core,org.bouncycastle:bcprov-jdk15on,18,243,106,0.07,0.17,0.17
javax.servlet:servlet-api,org.openjdk.jmh:jmh-core,5,158,100,0.03,0.05,0.05
org.apache.httpcomponents:httpclient,org.powermock:powermock-module-junit4,52,384,118,0.14,0.44,0.44
org.apache.commons:commons-collections4,org.testng:testng,15,109,158,0.14,0.09,0.14
commons-io:commons-io,org.assertj:assertj-core,91,614,243,0.15,0.37,0.37
commons-io:commons-io,org.apache.commons:commons-text,66,614,103,0.11,0.64,0.64
com.alibaba:fastjson,org.hamcrest:hamcrest-all,6,207,138,0.03,0.04,0.04
commons-logging:commons-logging,org.json:json,36,217,137,0.17,0.26,0.26
ch.qos.logback:logback-classic,org.springframework:spring-web,49,381,161,0.13,0.3,0.3
javax.servlet:javax.servlet-api,org.hibernate:hibernate-core,55,281,114,0.2,0.48,0.48
commons-beanutils:commons-beanutils,commons-lang:commons-lang,71,163,271,0.44,0.26,0.44
com.google.inject:guice,org.springframework:spring-beans,16,114,151,0.14,0.11,0.14
commons-lang:commons-lang,org.springframework:spring-context,68,271,240,0.25,0.28,0.28
org.easymock:easymock,org.mockito:mockito-all,17,104,210,0.16,0.08,0.16
org.slf4j:slf4j-api,org.springframework:spring-test,134,795,188,0.17,0.71,0.71
javax.xml.bind:jaxb-api,org.springframework:spring-core,32,169,186,0.19,0.17,0.19
org.eclipse.jetty:jetty-server,org.springframework:spring-beans,31,148,151,0.21,0.21,0.21
org.eclipse.jetty:jetty-server,org.springframework:spring-core,39,148,186,0.26,0.21,0.26
com.h2database:h2,org.springframework:spring-context,64,211,240,0.3,0.27,0.3
com.h2database:h2,org.powermock:powermock-module-junit4,26,211,118,0.12,0.22,0.22
org.apache.logging.log4j:log4j-api,org.springframework:spring-core,25,158,186,0.16,0.13,0.16
javax.annotation:javax.annotation-api,org.openjdk.jmh:jmh-core,11,122,100,0.09,0.11,0.11
javax.annotation:javax.annotation-api,org.postgresql:postgresql,23,122,134,0.19,0.17,0.19
ch.qos.logback:logback-core,joda-time:joda-time,24,113,222,0.21,0.11,0.21
com.fasterxml.jackson.core:jackson-annotations,io.netty:netty-all,33,237,125,0.14,0.26,0.26
com.google.protobuf:protobuf-java,org.apache.commons:commons-text,14,152,103,0.09,0.14,0.14
commons-codec:commons-codec,org.slf4j:jcl-over-slf4j,73,356,173,0.21,0.42,0.42
org.apache.logging.log4j:log4j-core,org.slf4j:slf4j-api,115,202,795,0.57,0.14,0.57
org.apache.httpcomponents:httpcore,org.apache.maven.plugin-tools:maven-plugin-annotations,15,152,132,0.1,0.11,0.11
javax.xml.bind:jaxb-api,org.assertj:assertj-core,42,169,243,0.25,0.17,0.25
org.assertj:assertj-core,org.springframework:spring-context,38,243,240,0.16,0.16,0.16
com.alibaba:fastjson,org.apache.logging.log4j:log4j-api,27,207,158,0.13,0.17,0.17
javax.annotation:javax.annotation-api,org.json:json,14,122,137,0.11,0.1,0.11
javax.annotation:javax.annotation-api,org.springframework:spring-context,38,122,240,0.31,0.16,0.31
commons-logging:commons-logging,org.javassist:javassist,37,217,132,0.17,0.28,0.28
org.hibernate:hibernate-core,org.slf4j:slf4j-log4j12,42,114,301,0.37,0.14,0.37
ch.qos.logback:logback-classic,org.springframework:spring-context,84,381,240,0.22,0.35,0.35
ch.qos.logback:logback-classic,org.hamcrest:hamcrest-all,23,381,138,0.06,0.17,0.17
org.hamcrest:hamcrest-all,redis.clients:jedis,7,138,111,0.05,0.06,0.06
org.apache.commons:commons-text,org.slf4j:slf4j-log4j12,15,103,301,0.15,0.05,0.15
com.squareup.okhttp3:okhttp,io.netty:netty-all,13,131,125,0.1,0.1,0.1
com.squareup.okhttp3:okhttp,org.springframework:spring-jdbc,11,131,130,0.08,0.08,0.08
ch.qos.logback:logback-core,org.springframework:spring-beans,15,113,151,0.13,0.1,0.13
com.google.guava:guava,commons-collections:commons-collections,97,680,163,0.14,0.6,0.6
commons-beanutils:commons-beanutils,org.mockito:mockito-all,37,163,210,0.23,0.18,0.23
com.google.protobuf:protobuf-java,org.openjdk.jmh:jmh-core,17,152,100,0.11,0.17,0.17
com.google.code.gson:gson,commons-cli:commons-cli,80,365,223,0.22,0.36,0.36
org.bouncycastle:bcprov-jdk15on,org.hamcrest:hamcrest-core,15,106,137,0.14,0.11,0.14
javax.xml.bind:jaxb-api,joda-time:joda-time,37,169,222,0.22,0.17,0.22
org.projectlombok:lombok,org.slf4j:slf4j-api,113,233,795,0.48,0.14,0.48
org.slf4j:jcl-over-slf4j,redis.clients:jedis,13,173,111,0.08,0.12,0.12
commons-fileupload:commons-fileupload,org.springframework:spring-test,51,148,188,0.34,0.27,0.34
org.apache.httpcomponents:httpclient,org.bouncycastle:bcprov-jdk15on,51,384,106,0.13,0.48,0.48
log4j:log4j,org.apache.zookeeper:zookeeper,55,296,107,0.19,0.51,0.51
org.apache.commons:commons-compress,org.hamcrest:hamcrest-core,21,121,137,0.17,0.15,0.17
commons-io:commons-io,org.apache.maven.plugin-tools:maven-plugin-annotations,58,614,132,0.09,0.44,0.44
org.javassist:javassist,org.postgresql:postgresql,16,132,134,0.12,0.12,0.12
commons-cli:commons-cli,org.assertj:assertj-core,30,223,243,0.13,0.12,0.13
commons-logging:commons-logging,org.hibernate:hibernate-core,32,217,114,0.15,0.28,0.28
com.squareup.okhttp3:okhttp,org.eclipse.jetty:jetty-servlet,11,131,114,0.08,0.1,0.1
ch.qos.logback:logback-core,javax.xml.bind:jaxb-api,14,113,169,0.12,0.08,0.12
com.fasterxml.jackson.core:jackson-annotations,com.fasterxml.jackson.core:jackson-core,188,237,287,0.79,0.66,0.79
com.google.guava:guava,org.apache.httpcomponents:httpclient,210,680,384,0.31,0.55,0.55
javax.inject:javax.inject,org.hamcrest:hamcrest-library,21,109,136,0.19,0.15,0.19
commons-beanutils:commons-beanutils,org.eclipse.jetty:jetty-server,38,163,148,0.23,0.26,0.26
com.fasterxml.jackson.core:jackson-core,javax.xml.bind:jaxb-api,54,287,169,0.19,0.32,0.32
com.google.inject:guice,io.netty:netty-all,10,114,125,0.09,0.08,0.09
commons-codec:commons-codec,org.powermock:powermock-module-junit4,40,356,118,0.11,0.34,0.34
commons-codec:commons-codec,org.bouncycastle:bcprov-jdk15on,57,356,106,0.16,0.54,0.54
org.apache.maven:maven-plugin-api,org.json:json,13,156,137,0.08,0.09,0.09
org.apache.maven:maven-core,org.mockito:mockito-core,48,112,504,0.43,0.1,0.43
org.javassist:javassist,org.json:json,17,132,137,0.13,0.12,0.13
org.apache.commons:commons-math3,org.easymock:easymock,14,107,104,0.13,0.13,0.13
com.fasterxml.jackson.core:jackson-databind,org.apache.httpcomponents:httpcore,84,453,152,0.19,0.55,0.55
com.squareup.okhttp3:okhttp,org.jsoup:jsoup,18,131,133,0.14,0.14,0.14
ch.qos.logback:logback-core,org.jsoup:jsoup,15,113,133,0.13,0.11,0.13
ch.qos.logback:logback-core,com.fasterxml.jackson.core:jackson-core,40,113,287,0.35,0.14,0.35
joda-time:joda-time,org.apache.logging.log4j:log4j-slf4j-impl,23,222,120,0.1,0.19,0.19
org.apache.httpcomponents:httpcore,org.hsqldb:hsqldb,15,152,120,0.1,0.13,0.13
org.apache.maven:maven-plugin-api,org.springframework:spring-web,18,156,161,0.12,0.11,0.12
javax.xml.bind:jaxb-api,org.springframework:spring-test,35,169,188,0.21,0.19,0.21
javax.servlet:servlet-api,org.slf4j:slf4j-api,97,158,795,0.61,0.12,0.61
org.apache.commons:commons-compress,org.testng:testng,17,121,158,0.14,0.11,0.14
io.netty:netty-all,javax.annotation:javax.annotation-api,15,125,122,0.12,0.12,0.12
javax.annotation:javax.annotation-api,org.junit.jupiter:junit-jupiter-engine,18,122,200,0.15,0.09,0.15
commons-logging:commons-logging,org.apache.logging.log4j:log4j-api,43,217,158,0.2,0.27,0.27
commons-logging:commons-logging,org.apache.maven:maven-plugin-api,30,217,156,0.14,0.19,0.19
org.apache.zookeeper:zookeeper,org.json:json,16,107,137,0.15,0.12,0.15
com.google.code.findbugs:jsr305,org.springframework:spring-web,18,167,161,0.11,0.11,0.11
com.fasterxml.jackson.core:jackson-databind,org.mockito:mockito-core,163,453,504,0.36,0.32,0.36
com.fasterxml.jackson.core:jackson-annotations,org.eclipse.jetty:jetty-server,49,237,148,0.21,0.33,0.33
org.slf4j:slf4j-log4j12,org.springframework:spring-webmvc,63,301,142,0.21,0.44,0.44
com.google.protobuf:protobuf-java,org.slf4j:slf4j-api,94,152,795,0.62,0.12,0.62
commons-lang:commons-lang,javax.servlet:javax.servlet-api,75,271,281,0.28,0.27,0.28
org.easymock:easymock,org.springframework:spring-beans,21,104,151,0.2,0.14,0.2
org.slf4j:slf4j-api,org.springframework:spring-context,176,795,240,0.22,0.73,0.73
org.assertj:assertj-core,org.eclipse.jetty:jetty-server,26,243,148,0.11,0.18,0.18
org.apache.commons:commons-collections4,org.postgresql:postgresql,21,109,134,0.19,0.16,0.19
commons-io:commons-io,org.apache.maven:maven-plugin-api,73,614,156,0.12,0.47,0.47
org.javassist:javassist,org.springframework:spring-beans,23,132,151,0.17,0.15,0.17
commons-cli:commons-cli,org.apache.zookeeper:zookeeper,37,223,107,0.17,0.35,0.35
commons-collections:commons-collections,log4j:log4j,58,163,296,0.36,0.2,0.36
commons-collections:commons-collections,mysql:mysql-connector-java,50,163,326,0.31,0.15,0.31
commons-logging:commons-logging,org.apache.commons:commons-text,30,217,103,0.14,0.29,0.29
commons-logging:commons-logging,org.springframework:spring-core,54,217,186,0.25,0.29,0.29
com.google.code.findbugs:jsr305,org.openjdk.jmh:jmh-core,19,167,100,0.11,0.19,0.19
com.google.code.findbugs:jsr305,org.eclipse.jetty:jetty-servlet,20,167,114,0.12,0.18,0.18
ch.qos.logback:logback-core,org.json:json,13,113,137,0.12,0.09,0.12
org.openjdk.jmh:jmh-core,org.testng:testng,10,100,158,0.1,0.06,0.1
javax.validation:validation-api,org.junit.jupiter:junit-jupiter-api,14,110,164,0.13,0.09,0.13
org.eclipse.jetty:jetty-servlet,org.mockito:mockito-core,57,114,504,0.5,0.11,0.5
mysql:mysql-connector-java,org.hsqldb:hsqldb,52,326,120,0.16,0.43,0.43
mysql:mysql-connector-java,org.hamcrest:hamcrest-all,20,326,138,0.06,0.14,0.14
org.easymock:easymock,org.hsqldb:hsqldb,14,104,120,0.13,0.12,0.13
commons-fileupload:commons-fileupload,log4j:log4j,53,148,296,0.36,0.18,0.36
commons-fileupload:commons-fileupload,org.apache.logging.log4j:log4j-core,24,148,202,0.16,0.12,0.16
javax.servlet:servlet-api,org.projectlombok:lombok,13,158,233,0.08,0.06,0.08
javax.servlet:servlet-api,junit:junit,136,158,1314,0.86,0.1,0.86
org.apache.logging.log4j:log4j-api,org.json:json,29,158,137,0.18,0.21,0.21
org.hamcrest:hamcrest-library,org.springframework:spring-web,18,136,161,0.13,0.11,0.13
com.alibaba:fastjson,com.fasterxml.jackson.core:jackson-databind,51,207,453,0.25,0.11,0.25
org.apache.commons:commons-lang3,org.slf4j:slf4j-api,303,548,795,0.55,0.38,0.55
com.fasterxml.jackson.core:jackson-annotations,org.apache.logging.log4j:log4j-core,48,237,202,0.2,0.24,0.24
javax.servlet:javax.servlet-api,org.apache.httpcomponents:httpclient,111,281,384,0.4,0.29,0.4
com.google.code.gson:gson,org.powermock:powermock-module-junit4,42,365,118,0.12,0.36,0.36
com.google.code.gson:gson,mysql:mysql-connector-java,105,365,326,0.29,0.32,0.32
org.apache.httpcomponents:httpcore,org.projectlombok:lombok,15,152,233,0.1,0.06,0.1
org.apache.maven:maven-core,org.hsqldb:hsqldb,13,112,120,0.12,0.11,0.12
org.eclipse.jetty:jetty-server,org.slf4j:jcl-over-slf4j,37,148,173,0.25,0.21,0.25
org.eclipse.jetty:jetty-server,org.yaml:snakeyaml,28,148,143,0.19,0.2,0.2
org.hsqldb:hsqldb,org.junit.jupiter:junit-jupiter-api,20,120,164,0.17,0.12,0.17
org.json:json,org.junit.jupiter:junit-jupiter-engine,15,137,200,0.11,0.08,0.11
org.apache.commons:commons-collections4,org.yaml:snakeyaml,26,109,143,0.24,0.18,0.24
log4j:log4j,org.hamcrest:hamcrest-core,28,296,137,0.09,0.2,0.2
log4j:log4j,org.junit.jupiter:junit-jupiter-engine,21,296,200,0.07,0.11,0.11
log4j:log4j,org.apache.maven:maven-plugin-api,33,296,156,0.11,0.21,0.21
org.hamcrest:hamcrest-library,org.jsoup:jsoup,4,136,133,0.03,0.03,0.03
com.alibaba:fastjson,org.junit.jupiter:junit-jupiter-api,12,207,164,0.06,0.07,0.07
commons-collections:commons-collections,junit:junit,129,163,1314,0.79,0.1,0.79
org.apache.commons:commons-math3,org.hsqldb:hsqldb,8,107,120,0.07,0.07,0.07
commons-logging:commons-logging,org.apache.commons:commons-math3,30,217,107,0.14,0.28,0.28
com.google.code.findbugs:jsr305,org.eclipse.jetty:jetty-server,27,167,148,0.16,0.18,0.18
org.jsoup:jsoup,org.springframework:spring-test,16,133,188,0.12,0.09,0.12
ch.qos.logback:logback-core,org.projectlombok:lombok,22,113,233,0.19,0.09,0.19
javax.inject:javax.inject,org.springframework:spring-context,39,109,240,0.36,0.16,0.36
com.fasterxml.jackson.core:jackson-core,io.netty:netty-all,41,287,125,0.14,0.33,0.33
com.google.protobuf:protobuf-java,commons-logging:commons-logging,35,152,217,0.23,0.16,0.23
commons-codec:commons-codec,org.apache.maven:maven-plugin-api,46,356,156,0.13,0.29,0.29
com.google.code.gson:gson,joda-time:joda-time,84,365,222,0.23,0.38,0.38
javax.xml.bind:jaxb-api,org.postgresql:postgresql,33,169,134,0.2,0.25,0.25
javax.servlet:servlet-api,org.springframework:spring-context,43,158,240,0.27,0.18,0.27
com.h2database:h2,redis.clients:jedis,21,211,111,0.1,0.19,0.19
log4j:log4j,org.apache.maven.plugin-tools:maven-plugin-annotations,20,296,132,0.07,0.15,0.15
commons-collections:commons-collections,commons-lang:commons-lang,89,163,271,0.55,0.33,0.55
commons-collections:commons-collections,redis.clients:jedis,15,163,111,0.09,0.14,0.14
org.apache.commons:commons-math3,org.bouncycastle:bcprov-jdk15on,12,107,106,0.11,0.11,0.11
com.fasterxml.jackson.core:jackson-databind,com.google.guava:guava,229,453,680,0.51,0.34,0.51
ch.qos.logback:logback-core,org.hibernate:hibernate-core,12,113,114,0.11,0.11,0.11
javax.validation:validation-api,org.postgresql:postgresql,19,110,134,0.17,0.14,0.17
javax.inject:javax.inject,org.slf4j:slf4j-api,78,109,795,0.72,0.1,0.72
com.fasterxml.jackson.core:jackson-core,javax.servlet:javax.servlet-api,96,287,281,0.33,0.34,0.34
com.google.protobuf:protobuf-java,org.apache.maven.plugin-tools:maven-plugin-annotations,16,152,132,0.11,0.12,0.12
com.google.protobuf:protobuf-java,org.apache.logging.log4j:log4j-core,21,152,202,0.14,0.1,0.14
org.springframework:spring-jdbc,org.springframework:spring-test,92,130,188,0.71,0.49,0.71
commons-codec:commons-codec,junit:junit,275,356,1314,0.77,0.21,0.77
com.google.code.gson:gson,com.squareup.okhttp3:okhttp,39,365,131,0.11,0.3,0.3
commons-fileupload:commons-fileupload,org.apache.commons:commons-lang3,71,148,548,0.48,0.13,0.48
commons-fileupload:commons-fileupload,org.apache.maven:maven-plugin-api,16,148,156,0.11,0.1,0.11
com.alibaba:fastjson,commons-collections:commons-collections,24,207,163,0.12,0.15,0.15
com.alibaba:fastjson,org.apache.logging.log4j:log4j-core,39,207,202,0.19,0.19,0.19
com.google.guava:guava,javax.servlet:javax.servlet-api,124,680,281,0.18,0.44,0.44
javax.validation:validation-api,org.hamcrest:hamcrest-library,18,110,136,0.16,0.13,0.16
com.fasterxml.jackson.core:jackson-core,org.jsoup:jsoup,34,287,133,0.12,0.26,0.26
com.fasterxml.jackson.core:jackson-core,org.slf4j:slf4j-log4j12,77,287,301,0.27,0.26,0.27
org.apache.logging.log4j:log4j-slf4j-impl,org.eclipse.jetty:jetty-server,18,120,148,0.15,0.12,0.15
commons-codec:commons-codec,org.apache.httpcomponents:httpclient,172,356,384,0.48,0.45,0.48
commons-codec:commons-codec,log4j:log4j,104,356,296,0.29,0.35,0.35
commons-codec:commons-codec,org.apache.commons:commons-text,50,356,103,0.14,0.49,0.49
org.eclipse.jetty:jetty-server,org.junit.jupiter:junit-jupiter-api,16,148,164,0.11,0.1,0.11
commons-fileupload:commons-fileupload,org.hsqldb:hsqldb,23,148,120,0.16,0.19,0.19
javax.servlet:servlet-api,org.apache.commons:commons-math3,14,158,107,0.09,0.13,0.13
org.apache.logging.log4j:log4j-api,org.springframework:spring-webmvc,16,158,142,0.1,0.11,0.11
javax.annotation:javax.annotation-api,org.springframework:spring-web,24,122,161,0.2,0.15,0.2
org.apache.commons:commons-math3,org.apache.httpcomponents:httpcore,24,107,152,0.22,0.16,0.22
org.hibernate:hibernate-core,org.springframework:spring-webmvc,40,114,142,0.35,0.28,0.35
org.apache.commons:commons-lang3,org.springframework:spring-web,79,548,161,0.14,0.49,0.49
com.fasterxml.jackson.core:jackson-databind,org.apache.commons:commons-lang3,205,453,548,0.45,0.37,0.45
com.fasterxml.jackson.core:jackson-annotations,org.slf4j:slf4j-log4j12,67,237,301,0.28,0.22,0.28
com.google.guava:guava,redis.clients:jedis,52,680,111,0.08,0.47,0.47
commons-beanutils:commons-beanutils,org.json:json,22,163,137,0.13,0.16,0.16
org.mockito:mockito-all,org.springframework:spring-webmvc,23,210,142,0.11,0.16,0.16
commons-codec:commons-codec,org.postgresql:postgresql,44,356,134,0.12,0.33,0.33
junit:junit,org.mockito:mockito-core,355,1314,504,0.27,0.7,0.7
org.apache.logging.log4j:log4j-core,org.springframework:spring-web,26,202,161,0.13,0.16,0.16
commons-lang:commons-lang,org.springframework:spring-core,59,271,186,0.22,0.32,0.32
com.google.code.gson:gson,commons-logging:commons-logging,72,365,217,0.2,0.33,0.33
com.google.code.gson:gson,commons-beanutils:commons-beanutils,57,365,163,0.16,0.35,0.35
org.projectlombok:lombok,org.testng:testng,15,233,158,0.06,0.09,0.09
org.projectlombok:lombok,redis.clients:jedis,22,233,111,0.09,0.2,0.2
org.json:json,org.testng:testng,25,137,158,0.18,0.16,0.18
commons-fileupload:commons-fileupload,org.hamcrest:hamcrest-all,13,148,138,0.09,0.09,0.09
commons-cli:commons-cli,org.apache.logging.log4j:log4j-api,33,223,158,0.15,0.21,0.21
commons-cli:commons-cli,org.apache.logging.log4j:log4j-core,41,223,202,0.18,0.2,0.2
org.apache.commons:commons-math3,org.openjdk.jmh:jmh-core,13,107,100,0.12,0.13,0.13
commons-logging:commons-logging,javax.annotation:javax.annotation-api,23,217,122,0.11,0.19,0.19
org.hibernate:hibernate-core,org.json:json,16,114,137,0.14,0.12,0.14
ch.qos.logback:logback-core,org.javassist:javassist,14,113,132,0.12,0.11,0.12
org.openjdk.jmh:jmh-core,org.springframework:spring-web,4,100,161,0.04,0.02,0.04
com.fasterxml.jackson.core:jackson-annotations,commons-io:commons-io,144,237,614,0.61,0.23,0.61
org.postgresql:postgresql,org.testng:testng,10,134,158,0.07,0.06,0.07
org.hamcrest:hamcrest-core,org.slf4j:slf4j-log4j12,32,137,301,0.23,0.11,0.23
org.hamcrest:hamcrest-core,org.junit.jupiter:junit-jupiter-api,21,137,164,0.15,0.13,0.15
commons-beanutils:commons-beanutils,org.hsqldb:hsqldb,26,163,120,0.16,0.22,0.22
org.eclipse.jetty:jetty-servlet,org.projectlombok:lombok,10,114,233,0.09,0.04,0.09
commons-codec:commons-codec,org.projectlombok:lombok,45,356,233,0.13,0.19,0.19
junit:junit,org.apache.commons:commons-lang3,364,1314,548,0.28,0.66,0.66
javax.xml.bind:jaxb-api,org.eclipse.jetty:jetty-servlet,30,169,114,0.18,0.26,0.26
org.apache.httpcomponents:httpclient,org.junit.jupiter:junit-jupiter-api,32,384,164,0.08,0.2,0.2
com.h2database:h2,org.apache.maven.plugin-tools:maven-plugin-annotations,18,211,132,0.09,0.14,0.14
io.netty:netty-all,org.easymock:easymock,7,125,104,0.06,0.07,0.07
org.apache.zookeeper:zookeeper,org.mockito:mockito-core,40,107,504,0.37,0.08,0.37
com.squareup.okhttp3:okhttp,org.openjdk.jmh:jmh-core,9,131,100,0.07,0.09,0.09
com.squareup.okhttp3:okhttp,mysql:mysql-connector-java,41,131,326,0.31,0.13,0.31
com.squareup.okhttp3:okhttp,org.apache.httpcomponents:httpcore,25,131,152,0.19,0.16,0.19
ch.qos.logback:logback-core,com.google.inject:guice,21,113,114,0.19,0.18,0.19
commons-beanutils:commons-beanutils,org.apache.zookeeper:zookeeper,31,163,107,0.19,0.29,0.29
commons-beanutils:commons-beanutils,javax.servlet:javax.servlet-api,58,163,281,0.36,0.21,0.36
commons-beanutils:commons-beanutils,org.springframework:spring-web,41,163,161,0.25,0.25,0.25
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-api,79,120,795,0.66,0.1,0.66
org.junit.jupiter:junit-jupiter-api,org.mockito:mockito-core,64,164,504,0.39,0.13,0.39
commons-lang:commons-lang,javax.validation:validation-api,26,271,110,0.1,0.24,0.24
org.apache.maven:maven-core,org.json:json,11,112,137,0.1,0.08,0.1
org.projectlombok:lombok,org.springframework:spring-web,29,233,161,0.12,0.18,0.18
org.json:json,org.slf4j:jcl-over-slf4j,20,137,173,0.15,0.12,0.15
javax.annotation:javax.annotation-api,org.javassist:javassist,27,122,132,0.22,0.2,0.22
org.mockito:mockito-core,org.springframework:spring-web,59,504,161,0.12,0.37,0.37
