repositoryName1,repositoryName2,intersection,similarity
JnRouvignac/AutoRefactor,apache/commons-logging,[logging],1.0
SpoutDev/Vanilla,Stratio/deep-spark,"[api, junit, mock, mocking, module, testing]",1.0
Hive2Hive/Hive2Hive,postgis/postgis-java,[logging],1.0
msemys/esjc,plutext/docx4j-ImportXHTML,[logging],1.0
RUB-NDS/BurpSSOExtension,lmdbjava/benchmarks,[api],1.0
paul-hammant/paranamer,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
nativelibs4java/BridJ,peter-lawrey/Java-Thread-Affinity,[native],1.0
oshi/oshi,tulskiy/jkeymaster,"[github, native]",1.0
FasterXML/jackson-dataformats-text,alaisi/postgres-async-driver,"[analysis, annotations, defect, metadata]",0.8
apache/commons-logging,talsma-ict/umldoclet,[logging],1.0
jawi/ols,sendgrid/sendgrid-java,"[junit, testing]",1.0
AzureAD/microsoft-authentication-library-for-java,msemys/esjc,[logging],1.0
mp911de/logstash-gelf,ttddyy/datasource-proxy,[logging],1.0
gmu-swe/phosphor,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
chhsiao90/nitmproxy,nurkiewicz/async-retry,[logging],1.0
Sayi/poi-tl,dCache/nfs4j,[logging],1.0
itext/i7j-rups,smola/galimatias,"[i18n, ibm, logging]",1.0
FasterXML/jackson-dataformats-binary,fluent/fluent-logger-java,[logging],1.0
fluent/fluent-logger-java,twitter-archive/cloudhopper-smpp,[logging],1.0
codecentric/spring-boot-admin,febsteam/FEBS-Cloud,"[admin, client, spring, starter]",0.8
ttddyy/datasource-proxy,twitter-archive/cloudhopper-smpp,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,mdeverdelhan/ta4j-origins,[logging],1.0
baomidou/mybatis-plus-samples,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.71
bazaarvoice/jolt,ef-labs/vertx-jersey,"[dependency-injection, google, json]",0.75
gmu-swe/phosphor,luontola/retrolambda,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Hive2Hive/Hive2Hive,msemys/esjc,[logging],1.0
msemys/esjc,spotify/sparkey-java,[logging],1.0
DiUS/java-faker,everit-org/json-schema,[validation],1.0
cheese10yun/spring-guide,loda-kun/spring-boot-learning,"[api, io, swagger]",1.0
bytedeco/javacpp,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Ekryd/sortpom,OpenAPITools/openapi-diff,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
T-baby/MongoDB-Plugin,ttddyy/datasource-proxy,[logging],1.0
alibaba/jvm-sandbox,hprose/hprose-java,"[api, javax, servlet, specs, standard]",0.71
petterobam/database-oop,verdict-project/verdict,"[jdbc, sql, sqlite]",0.75
ityouknow/spring-boot-examples,smltq/spring-boot-demo,"[admin, api, assets, client, io, jquery, server, spring, starter, swagger, web]",0.79
mcdcorp/opentest,ssssssss-team/spider-flow,"[apache, commons, csv, tabular]",0.8
AgNO3/jcifs-ng,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",1.0
dodie/scott,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Sayi/poi-tl,hyperledger/fabric-chaincode-java,[logging],1.0
johnlpage/POCDriver,mdeverdelhan/ta4j-origins,[logging],1.0
openjfx/javafx-maven-plugin,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
aikar/commands,yinwang0/pysonar2,"[analysis, annotations, defect, metadata]",1.0
qinming99/dst-admin,smart-doc-group/smart-doc,[github],1.0
qinming99/dst-admin,sanger-pathogens/Artemis,[github],1.0
msemys/esjc,oldmanpushcart/greys-anatomy,[logging],1.0
arangodb/arangodb-java-driver,kokorin/Jaffree,[logging],1.0
arangodb/arangodb-java-driver,red6/pdfcompare,[logging],1.0
Crab2died/Excel4J,alibaba/innodb-java-reader,"[apache, commons, csv, tabular]",1.0
GeyserMC/GeyserConnect,ssaring/sportstracker,"[jdbc, sql, sqlite]",1.0
94fzb/zrlog,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.71
94fzb/zrlog,hprose/hprose-java,"[api, javax, servlet, specs, standard]",0.71
fluent/fluent-logger-java,msemys/esjc,[logging],1.0
damianszczepanik/cucumber-reporting,mohamicorp/stash-jenkins-postreceive-webhook,"[api, junit, mock, mocking, module, testing]",0.75
alibaba/jvm-sandbox,baomidou/mybatis-plus-samples,"[api, javax, logging, servlet, specs, standard]",0.75
medcl/elasticsearch-analysis-pinyin,mohamicorp/stash-jenkins-postreceive-webhook,"[api, junit, mock, mocking, module, testing]",1.0
bulldog2011/luxun,thulab/tsfile,"[apache, protocol, serialization, thrift]",0.8
aberic/fabric-net-server,rememberber/WePush,"[client, http, jdbc, sql, sqlite]",0.71
aleksandr-m/gitflow-maven-plugin,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
aleksandr-m/gitflow-maven-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
chhsiao90/nitmproxy,mariadb-corporation/mariadb-connector-j,[logging],1.0
AlmasB/FXGL,lejon/T-SNE-Java,[github],1.0
jcabi/jcabi-aspects,mariadb-corporation/mariadb-connector-j,[logging],1.0
lgxqf/UICrawler,pircbotx/pircbotx,[logging],1.0
bytedeco/javacpp,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
FasterXML/jackson-databind,naver/volley-extensions,"[junit, mock, mocking, module, testing]",0.71
Ekryd/sortpom,danielflower/multi-module-maven-release-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
feroult/yawp,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
QSFT/Doradus,k-tamura/easybuggy,"[api, javax, servlet, specs, standard]",0.71
hyperledger/fabric-chaincode-java,postgis/postgis-java,[logging],1.0
mojo-executor/mojo-executor,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
Luohuayu/CatServer,npgall/cqengine,"[jdbc, sql, sqlite]",1.0
apache/commons-validator,signalapp/Signal-Server,"[apache, commons, csv, tabular]",0.8
fasseg/exp4j,talsma-ict/umldoclet,[logging],1.0
fusesource/hawtjni,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
omnifaces/omnifaces,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",1.0
AgNO3/jcifs-ng,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",1.0
Mindgamesnl/OpenAudioMc,SeanDragon/protools,"[client, http]",1.0
docbleach/DocBleach,filoghost/HolographicDisplays,"[analysis, annotations, defect, metadata]",0.8
arangodb/arangodb-java-driver,twitter-archive/cloudhopper-smpp,[logging],1.0
fluent/fluent-logger-java,spotify/sparkey-java,[logging],1.0
Nilhcem/FakeSMTP,asakusafw/asakusafw,[logging],1.0
j256/simplemagic,mariadb-corporation/mariadb-connector-j,[logging],1.0
hyperledger/fabric-chaincode-java,zhoumengkang/netty-restful-server,[logging],1.0
hyperledger/fabric-chaincode-java,thiagolocatelli/parse4j,[logging],1.0
barend/java-iban,torakiki/sejda,"[engine, junit, testing]",0.75
omnifaces/omnifaces,socketio/engine.io-server-java,"[api, javax, servlet, specs, standard]",0.83
oldmanpushcart/greys-anatomy,ttddyy/datasource-proxy,[logging],1.0
alenfive/rocket-api,tigase/tigase-server,"[codehaus, groovy, jvm, language]",1.0
mp911de/logstash-gelf,oskopek/javaanpr,[logging],1.0
asakusafw/asakusafw,kokorin/Jaffree,[logging],1.0
asakusafw/asakusafw,haosdent/jcgroup,[logging],1.0
EOSEssentials/eos-java-rpc-wrapper,spring-projects-experimental/spring-cloud-square,"[client, http, logging]",1.0
chhsiao90/nitmproxy,ps3mediaserver/ps3mediaserver,[logging],1.0
highcharts/highcharts-export-server,k-tamura/easybuggy,"[api, javax, servlet, specs, standard]",0.71
lgxqf/UICrawler,xSAVIKx/AndroidScreencast,[logging],1.0
Plugily-Projects/BuildBattle,lishid/OpenInv,"[analysis, annotations, defect, metadata]",1.0
mauricioaniche/repodriller,uwolfer/gerrit-rest-java-client,[xml],1.0
hneemann/Digital,mauricioaniche/repodriller,[xml],1.0
jagrosh/Vortex,oskopek/javaanpr,[logging],1.0
qos-ch/slf4j,tuguangquan/mybatis,[bytecode],1.0
fasseg/exp4j,plutext/docx4j-ImportXHTML,[logging],1.0
mp911de/logstash-gelf,zhoumengkang/netty-restful-server,[logging],1.0
chhsiao90/nitmproxy,oskopek/javaanpr,[logging],1.0
spotify/sparkey-java,vassalengine/vassal,[logging],1.0
dadoonet/spring-elasticsearch,makersoft/mybatis-shards,"[bytecode, spring, testing]",1.0
FasterXML/jackson-dataformats-binary,thiagolocatelli/parse4j,[logging],1.0
fuzhengwei/small-spring,preon/preon,[bytecode],1.0
hyperledger/fabric-chaincode-java,mdeverdelhan/ta4j-origins,[logging],1.0
Vatuu/discord-rpc,nokia/RED,[native],1.0
fasseg/exp4j,hyperledger/fabric-chaincode-java,[logging],1.0
sdbg/sdbg,spotify/dockerfile-maven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
asterisk-java/asterisk-java,fluent/fluent-logger-java,[logging],1.0
zuihou/lamp-boot,zuihou/lamp-cloud,"[logging, starter]",1.0
goldmansachs/reladomo,knowm/Sundial,"[api, javax, servlet, specs, standard]",1.0
jetlinks/jetlinks-community,wildfirechat/im-app_server,"[apache, bridge, logging, slf4j]",1.0
chhsiao90/nitmproxy,jcabi/jcabi-aspects,[logging],1.0
chhsiao90/nitmproxy,micronaut-projects/micronaut-examples,[logging],1.0
justauth/JustAuth,oracle/graal,[sdk],1.0
Sayi/poi-tl,oldmanpushcart/greys-anatomy,[logging],1.0
openjfx/javafx-maven-plugin,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
javaeekickoff/java-ee-kickoff-app,spring-cloud/spring-cloud-task,"[api, javaee, javax, specs, standard, testing]",0.86
Plugily-Projects/BuildBattle,davidmoten/rxjava2-jdbc,"[analysis, annotations, defect, metadata]",0.8
arangodb/arangodb-java-driver,talsma-ict/umldoclet,[logging],1.0
JThink/SkyEye,rabbitmq/rabbitmq-tutorials,"[jvm, language, library, scala]",1.0
fluent/fluent-logger-java,plutext/docx4j-ImportXHTML,[logging],1.0
mariadb-corporation/mariadb-connector-j,xSAVIKx/AndroidScreencast,[logging],1.0
atomix/copycat,chhsiao90/nitmproxy,[logging],1.0
rcarz/jira-client,viskell/viskell,"[api, junit, mock, mocking, module, testing]",0.75
mathieucarbou/license-maven-plugin,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
mathieucarbou/license-maven-plugin,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
roncoo/roncoo-adminlte-springmvc,theborakompanioni/thymeleaf-extras-shiro,"[apache, security]",1.0
goldmansachs/reladomo,resthub/springmvc-router,"[api, javax, servlet, specs, standard]",0.71
okhelperTeam/okhelper-service,yin5980280/easy,"[api, code, codegen, generator, io, persistence, swagger]",0.78
aitangbao/springboot-manager,erupts/erupt,"[github, spring, starter]",0.75
bujiio/buji-pac4j,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",1.0
Hive2Hive/Hive2Hive,ps3mediaserver/ps3mediaserver,[logging],1.0
msemys/esjc,talsma-ict/umldoclet,[logging],1.0
FangStarNet/symphonyx,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.71
Nilhcem/FakeSMTP,fasseg/exp4j,[logging],1.0
cmu-phil/tetrad,yinwang0/pysonar2,"[analysis, annotations, defect, metadata]",0.8
socketio/engine.io-server-java,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.71
asterisk-java/asterisk-java,mariadb-corporation/mariadb-connector-j,[logging],1.0
haosdent/jcgroup,mp911de/logstash-gelf,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,asakusafw/asakusafw,[logging],1.0
aleksandr-m/gitflow-maven-plugin,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
red6/pdfcompare,xSAVIKx/AndroidScreencast,[logging],1.0
Sayi/poi-tl,jagrosh/Vortex,[logging],1.0
Hive2Hive/Hive2Hive,micronaut-projects/micronaut-examples,[logging],1.0
lgxqf/UICrawler,plutext/docx4j-ImportXHTML,[logging],1.0
FasterXML/jackson-dataformats-binary,scorego/WechatRobot,[logging],1.0
kakawait/cas-security-spring-boot-starter,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
fluent/fluent-logger-java,kokorin/Jaffree,[logging],1.0
asterisk-java/asterisk-java,kokorin/Jaffree,[logging],1.0
Syncleus/aparapi,sonatype/m2eclipse-scala,"[jvm, language, library, scala]",1.0
apache/commons-pool,xtuhcy/gecco,[bytecode],1.0
apache/commons-pool,tuguangquan/mybatis,[bytecode],1.0
Sayi/poi-tl,asakusafw/asakusafw,[logging],1.0
loda-kun/spring-boot-learning,perye/dokit,"[api, io, swagger]",0.75
JnRouvignac/AutoRefactor,pircbotx/pircbotx,[logging],1.0
banq/jivejdon,intuit/fuzzy-matcher,"[analyzer, apache, index, lucene]",0.8
Plugily-Projects/BuildBattle,bernardosulzbach/dungeon,"[analysis, annotations, defect, metadata]",1.0
FangStarNet/symphonyx,bujiio/buji-pac4j,"[api, javax, servlet, specs, standard]",0.71
fluent/fluent-logger-java,postgis/postgis-java,[logging],1.0
kcctl/kcctl,vandeseer/easytable,[github],1.0
Ekryd/sortpom,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
Ekryd/sortpom,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
feroult/yawp,luontola/retrolambda,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
preon/preon,spring-projects/spring-security-javaconfig,[bytecode],1.0
hprose/hprose-java,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
bernardosulzbach/dungeon,cmu-phil/tetrad,"[analysis, annotations, defect, metadata]",0.8
asterisk-java/asterisk-java,fasseg/exp4j,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,j256/simplemagic,[logging],1.0
asakusafw/asakusafw,chhsiao90/nitmproxy,[logging],1.0
asakusafw/asakusafw,xSAVIKx/AndroidScreencast,[logging],1.0
JnRouvignac/AutoRefactor,jagrosh/Vortex,[logging],1.0
ebourg/jsign,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
Hive2Hive/Hive2Hive,haosdent/jcgroup,[logging],1.0
jnr/jnr-ffi,lejon/T-SNE-Java,[github],1.0
ssaring/sportstracker,verdict-project/verdict,"[jdbc, sql, sqlite]",0.75
FasterXML/jackson-dataformats-binary,arangodb/arangodb-java-driver,[logging],1.0
mathieucarbou/license-maven-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
oracle/oracle-db-examples,resthub/springmvc-router,"[api, javax, servlet, specs, standard]",0.71
micronaut-projects/micronaut-examples,vassalengine/vassal,[logging],1.0
mojo-executor/mojo-executor,trivago/cucable-plugin,"[annotations, apache, build, build-system, junit, maven, metadata, plugin, testing, tools]",0.77
torodb/server,torodb/stampede,"[database, engine]",1.0
apache/commons-pool,spring-projects/spring-security-javaconfig,[bytecode],1.0
h2oai/h2o-2,richardwilly98/elasticsearch-river-mongodb,[math],1.0
asakusafw/asakusafw,spotify/sparkey-java,[logging],1.0
asakusafw/asakusafw,ps3mediaserver/ps3mediaserver,[logging],1.0
gmu-swe/phosphor,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
postgis/postgis-java,vassalengine/vassal,[logging],1.0
finmath/finmath-lib,usethesource/capsule,"[engine, junit, testing]",1.0
lgxqf/UICrawler,oldmanpushcart/greys-anatomy,[logging],1.0
arturmkrtchyan/iban4j,danieldk/dictomaton,"[benchmark, junit, performance, testing]",1.0
McFoggy/cssfx,javaswift/joss,"[junit, testing]",1.0
TheCoder4eu/BootsFaces-OSP,goldmansachs/reladomo,"[api, javax, servlet, specs, standard]",1.0
TNG/JGiven,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
alibaba/transmittable-thread-local,bitrich-info/xchange-stream,"[io, reactive]",1.0
fasseg/exp4j,msemys/esjc,[logging],1.0
java-aodeng/hope-boot,loda-kun/spring-boot-learning,"[api, io, swagger]",0.75
git-moss/DrivenByMoss,peter-lawrey/Java-Thread-Affinity,[native],1.0
chhsiao90/nitmproxy,plutext/docx4j-ImportXHTML,[logging],1.0
checkstyle/checkstyle,javaswift/joss,"[junit, testing]",1.0
gturri/aXMLRPC,qinming99/dst-admin,[github],1.0
highcharts/highcharts-export-server,hprose/hprose-java,"[api, javax, servlet, specs, standard]",0.83
bujiio/buji-pac4j,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",1.0
jcabi/jcabi-aspects,mp911de/logstash-gelf,[logging],1.0
kakawait/cas-security-spring-boot-starter,nacos-group/nacos-spring-project,"[api, javax, servlet, specs, standard]",0.71
TheCoder4eu/BootsFaces-OSP,hprose/hprose-java,"[api, javax, servlet, specs, standard]",1.0
mariadb-corporation/mariadb-connector-j,spotify/sparkey-java,[logging],1.0
asciidoctor/asciidoclet,jenkinsci/gerrit-trigger-plugin,"[api, junit, mock, mocking, module, testing]",0.75
mathieucarbou/license-maven-plugin,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
hyperledger/fabric-chaincode-java,ps3mediaserver/ps3mediaserver,[logging],1.0
alibaba/jvm-sandbox,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",0.71
plutext/docx4j-ImportXHTML,spotify/sparkey-java,[logging],1.0
BeelGroup/Docear-Desktop,yegor256/xembly,[xml],1.0
elBukkit/MagicPlugin,qinming99/dst-admin,[github],1.0
AzureAD/microsoft-authentication-library-for-java,asterisk-java/asterisk-java,[logging],1.0
asakusafw/asakusafw,oldmanpushcart/greys-anatomy,[logging],1.0
gaul/modernizer-maven-plugin,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
opencollab/jlatexmath,tdunning/t-digest,[apache],1.0
kilim/kilim,ulisesbocchio/jasypt-spring-boot,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
openjfx/javafx-maven-plugin,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
WinterChenS/my-site,java-aodeng/hope-boot,"[api, io, swagger]",0.75
JnRouvignac/AutoRefactor,mdeverdelhan/ta4j-origins,[logging],1.0
dunwu/java-tutorial,nacos-group/nacos-spring-project,"[api, javax, servlet, specs, standard]",0.71
danielflower/multi-module-maven-release-plugin,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
arturmkrtchyan/iban4j,sbtourist/Journal.IO,"[benchmark, junit, performance, testing]",1.0
fabric8io/elasticsearch-cloud-kubernetes,neophob/PixelController,[native],1.0
bytedeco/javacpp,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
QSFT/Doradus,knowm/Sundial,"[api, javax, servlet, specs, standard]",0.83
Vatuu/discord-rpc,git-moss/DrivenByMoss,[native],1.0
T-baby/MongoDB-Plugin,pircbotx/pircbotx,[logging],1.0
fasseg/exp4j,johnlpage/POCDriver,[logging],1.0
fusesource/hawtjni,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Stratio/deep-spark,damianszczepanik/cucumber-reporting,"[api, junit, mock, mocking, module, testing]",0.75
chhsiao90/nitmproxy,spotify/netty-zmtp,[logging],1.0
chhsiao90/nitmproxy,pircbotx/pircbotx,[logging],1.0
Multiverse/Multiverse-Core,cmu-phil/tetrad,"[analysis, annotations, defect, metadata]",0.8
JnRouvignac/AutoRefactor,atomix/copycat,[logging],1.0
SpoutDev/Vanilla,aadnk/ProtocolLib,"[junit, mock, mocking, module, testing]",0.83
arangodb/arangodb-java-driver,fasseg/exp4j,[logging],1.0
coinbase/coinbase-java,viskell/viskell,"[api, junit, mock, mocking, module, testing]",1.0
dynamicreports/dynamicreports,jetlinks/jetlinks-community,"[apache, bridge, logging, slf4j]",1.0
3pillarlabs/socialauth,xtuhcy/gecco,[bytecode],1.0
hyperledger/fabric-chaincode-java,msemys/esjc,[logging],1.0
TNG/JGiven,trivago/cucable-plugin,"[annotations, apache, build, build-system, junit, maven, metadata, plugin, testing, tools]",0.91
BeelGroup/Docear-Desktop,rongcloud/server-sdk-java,[xml],1.0
oldmanpushcart/greys-anatomy,spotify/sparkey-java,[logging],1.0
oldmanpushcart/greys-anatomy,ps3mediaserver/ps3mediaserver,[logging],1.0
JetBrains/intellij-samples,davidmoten/rxjava2-jdbc,"[analysis, annotations, defect, metadata]",0.8
Stratio/deep-spark,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",0.83
SQLDroid/SQLDroid,f2prateek/progressbutton,[testing],1.0
verdict-project/verdict,vladmihalcea/hibernate-types,"[jdbc, logging, sql]",0.75
Sayi/poi-tl,vassalengine/vassal,[logging],1.0
johnlpage/POCDriver,vassalengine/vassal,[logging],1.0
ArcBees/Jukito,sebastianbenz/Jnario,"[dependency-injection, google]",1.0
alaisi/postgres-async-driver,raml-org/raml-java-parser,"[analysis, annotations, defect, google, metadata]",0.83
mathieucarbou/license-maven-plugin,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",1.0
T-baby/MongoDB-Plugin,spotify/netty-zmtp,[logging],1.0
nurkiewicz/async-retry,scorego/WechatRobot,[logging],1.0
thiagolocatelli/parse4j,vassalengine/vassal,[logging],1.0
haosdent/jcgroup,ttddyy/datasource-proxy,[logging],1.0
java-aodeng/hope-boot,karcan/javaBootcamp,"[api, io, swagger]",0.75
chhsiao90/nitmproxy,lgxqf/UICrawler,[logging],1.0
JnRouvignac/AutoRefactor,fasseg/exp4j,[logging],1.0
SpoutDev/Vanilla,rcarz/jira-client,"[api, junit, mock, mocking, module, testing]",0.75
danielflower/multi-module-maven-release-plugin,dodie/scott,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
arangodb/arangodb-java-driver,xSAVIKx/AndroidScreencast,[logging],1.0
alaisi/postgres-async-driver,docbleach/DocBleach,"[analysis, annotations, defect, google, metadata]",1.0
fabric8io/elasticsearch-cloud-kubernetes,facebook/nailgun,[native],1.0
evrignaud/fim,recommenders/rival,"[apache, commons, csv, tabular]",1.0
fluent/fluent-logger-java,xSAVIKx/AndroidScreencast,[logging],1.0
dCache/nfs4j,plutext/docx4j-ImportXHTML,[logging],1.0
apache/commons-logging,lgxqf/UICrawler,[logging],1.0
apache/commons-logging,spotify/netty-zmtp,[logging],1.0
j256/simplemagic,msemys/esjc,[logging],1.0
HashDataInc/bireme,SpoutDev/Vanilla,"[junit, mock, mocking, module, testing]",0.83
AgNO3/jcifs-ng,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
idealo/mongodb-slow-operations-profiler,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",0.83
gwtproject/gwt,jmkgreen/morphia,"[api, dependency-injection, google, javax, persistence, specs, standard]",1.0
Sayi/poi-tl,plutext/docx4j-ImportXHTML,[logging],1.0
johnlpage/POCDriver,ttddyy/datasource-proxy,[logging],1.0
k55k32/cms-admin-end,youseries/urule,[upload],1.0
jcabi/jcabi-aspects,spotify/netty-zmtp,[logging],1.0
Pi4J/pi4j-v1,medcl/elasticsearch-analysis-pinyin,"[junit, mock, mocking, module, testing]",0.71
arangodb/arangodb-java-driver,mdeverdelhan/ta4j-origins,[logging],1.0
MarcGiffing/bucket4j-spring-boot-starter,aitangbao/springboot-manager,"[github, spring, starter]",0.75
Devskiller/jpa2ddl,siom79/japicmp,"[annotations, apache, api, build, build-system, javaee, javax, maven, metadata, plugin, specs, standard, tools]",0.76
nurkiewicz/async-retry,twitter-archive/cloudhopper-smpp,[logging],1.0
sdbg/sdbg,shrinkwrap/resolver,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
oldmanpushcart/greys-anatomy,wangweiX/blockchain-java,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,Hive2Hive/Hive2Hive,[logging],1.0
abertschi/graalphp,graalvm/graalvm-demos,[sdk],1.0
apache/incubator-retired-gossip,torakiki/sejda,"[engine, junit, testing]",0.75
aleksandr-m/gitflow-maven-plugin,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
jcabi/jcabi-aspects,red6/pdfcompare,[logging],1.0
jnr/jnr-ffi,smart-doc-group/smart-doc,[github],1.0
JThink/SkyEye,ldbc/ldbc_snb_datagen_spark,"[jvm, language, library, scala]",1.0
Crab2died/Excel4J,mcdcorp/opentest,"[apache, commons, csv, tabular]",0.8
atomix/copycat,micronaut-projects/micronaut-examples,[logging],1.0
T-baby/MongoDB-Plugin,fluent/fluent-logger-java,[logging],1.0
alibaba/jvm-sandbox,pac4j/spring-security-pac4j,"[api, javax, servlet, specs, standard]",0.71
HashDataInc/bireme,zhegexiaohuozi/JsoupXpath,"[junit, mock, mocking, module, testing]",0.71
fasseg/exp4j,zhoumengkang/netty-restful-server,[logging],1.0
fusesource/hawtjni,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
criteo/babar,deepdsl/deepdsl,"[jvm, language, library, scala]",1.0
AgNO3/jcifs-ng,alibaba/jvm-sandbox,"[api, javax, servlet, specs, standard]",0.71
AgNO3/jcifs-ng,QSFT/Doradus,"[api, javax, servlet, specs, standard]",0.83
Cornutum/tcases,danielflower/multi-module-maven-release-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, model, plugin, tools]",0.77
AzureAD/microsoft-authentication-library-for-java,FasterXML/jackson-dataformats-binary,[logging],1.0
McFoggy/cssfx,checkstyle/checkstyle,"[junit, testing]",1.0
sanger-pathogens/Artemis,vandeseer/easytable,[github],1.0
ddd-by-examples/library,jobrunr/jobrunr,"[junit, testing]",1.0
facebook/nailgun,git-moss/DrivenByMoss,[native],1.0
QSFT/Doradus,idealo/mongodb-slow-operations-profiler,"[api, javax, servlet, specs, standard]",0.71
T-baby/MongoDB-Plugin,nurkiewicz/async-retry,[logging],1.0
haosdent/jcgroup,xSAVIKx/AndroidScreencast,[logging],1.0
gmu-swe/phosphor,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
chhsiao90/nitmproxy,red6/pdfcompare,[logging],1.0
postgis/postgis-java,zhoumengkang/netty-restful-server,[logging],1.0
JnRouvignac/AutoRefactor,hyperledger/fabric-chaincode-java,[logging],1.0
Hive2Hive/Hive2Hive,fasseg/exp4j,[logging],1.0
lgxqf/UICrawler,talsma-ict/umldoclet,[logging],1.0
paul-hammant/paranamer,talios/clojure-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
FasterXML/jackson-dataformats-binary,spotify/netty-zmtp,[logging],1.0
TheCoder4eu/BootsFaces-OSP,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",1.0
dCache/nfs4j,vassalengine/vassal,[logging],1.0
SERG-Delft/jpacman-framework,torakiki/sejda,"[engine, junit, testing]",0.75
